Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments
BLM	0	MSKCC-DMP	P-0018109-T01-IM6	ANKLE2-BLM fusion	yes	unknown		unknown	BLM (NM_000057) - ANKLE2 (NM_015114) rearrangement: t(12;15)(q24.33;q26.1)(chr12:g.133320386::chr15:g.91358467) Note: The BLM - ANKLE2 rearrangement is a translocation that results in the fusion of BLM exons 1-22 with ANKLE2 exons 6-13. One of the breakpoints is within BLM exon 22. The functional significance is undetermined.
ANKLE2	0	MSKCC-DMP	P-0018109-T01-IM6	ANKLE2-BLM fusion	yes	unknown		unknown	BLM (NM_000057) - ANKLE2 (NM_015114) rearrangement: t(12;15)(q24.33;q26.1)(chr12:g.133320386::chr15:g.91358467) Note: The BLM - ANKLE2 rearrangement is a translocation that results in the fusion of BLM exons 1-22 with ANKLE2 exons 6-13. One of the breakpoints is within BLM exon 22. The functional significance is undetermined.
RFWD2	0	MSKCC-DMP	P-0018112-T01-IM6	RFWD2-intragenic	yes	unknown		unknown	RFWD2 (NM_022457) rearrangement: c.408-3437_c.467+23inv Note: The RFWD2 rearrangement is an intragenic inversion of exon 2, potentially disrupting the gene function.
BMP2	0	MSKCC-DMP	P-0018113-T01-IM6	TAP1-BMP2 fusion	yes	unknown		unknown	TAP1 (NM_000593) rearrangement: t(6;20)(p21.32;p12.3)(chr6:g.32813483::chr20:g.6891743) Note: The TAP1 rearrangement is a translocation that may result in a truncation of exon 11. One of the breakpoint is within exon 11. The functional significance is undetermined.
TAP1	0	MSKCC-DMP	P-0018113-T01-IM6	TAP1-BMP2 fusion	yes	unknown		unknown	TAP1 (NM_000593) rearrangement: t(6;20)(p21.32;p12.3)(chr6:g.32813483::chr20:g.6891743) Note: The TAP1 rearrangement is a translocation that may result in a truncation of exon 11. One of the breakpoint is within exon 11. The functional significance is undetermined.
BICC1	0	MSKCC-DMP	P-0018115-T01-IM6	FGFR2-BICC1 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion (FGFR2 exons 1-17 fused in-frame with BICC1 exons 3-21):   c.2301+1242:FGFR2_c.237+34947:BICC1dup Note: The FGFR2 - BICC1 fusion is predicted to in-frame and includes the kinase domain of FGFR2.
FGFR2	0	MSKCC-DMP	P-0018115-T01-IM6	FGFR2-BICC1 fusion	yes	unknown		in frame	FGFR2 (NM_000141) - BICC1 (NM_001080512) fusion (FGFR2 exons 1-17 fused in-frame with BICC1 exons 3-21):   c.2301+1242:FGFR2_c.237+34947:BICC1dup Note: The FGFR2 - BICC1 fusion is predicted to in-frame and includes the kinase domain of FGFR2.
TMPRSS2	0	MSKCC-DMP	P-0018122-T01-IM6	ABCG1-TMPRSS2 fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ABCG1 (NM_207627) Rearrangement: c.794+15:TMPRSS2_c.48+6119:ABCG1inv Note: The TMPRSS2 - ABCG1 Rearrangement results in the fusion of exons 1-7 of TMPRSS2 with exons 3-16 of ABCG1. Its functional significance is undetermined.
ABCG1	0	MSKCC-DMP	P-0018122-T01-IM6	ABCG1-TMPRSS2 fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) - ABCG1 (NM_207627) Rearrangement: c.794+15:TMPRSS2_c.48+6119:ABCG1inv Note: The TMPRSS2 - ABCG1 Rearrangement results in the fusion of exons 1-7 of TMPRSS2 with exons 3-16 of ABCG1. Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0018127-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_182918) Rearrangement: c.126+1404:TMPRSS2_.c.19-4088:ERGinv Note: The TMPRSS2 - ERG Rearrangement results in the inversion of exons 3-14 of TMPRSS2 and exons 2-10 of ERG. This is not the canonical TMPRSS2 - ERG fusion, however the possibility that this fusion not be detected by IMPACT panel cannot be ruled out. Its functional significance is undetermined.
TMPRSS2	0	MSKCC-DMP	P-0018127-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_182918) Rearrangement: c.126+1404:TMPRSS2_.c.19-4088:ERGinv Note: The TMPRSS2 - ERG Rearrangement results in the inversion of exons 3-14 of TMPRSS2 and exons 2-10 of ERG. This is not the canonical TMPRSS2 - ERG fusion, however the possibility that this fusion not be detected by IMPACT panel cannot be ruled out. Its functional significance is undetermined.
B2M	0	MSKCC-DMP	P-0018131-T01-IM6	B2M-intragenic	yes	unknown		unknown	B2M (NM_004048) Rearrangement : c.67_c.68del Note: The B2M Rearrangement results in the deletion of exon1-2 of B2M. Its functional significance is undetermined.
BCOR	0	MSKCC-DMP	P-0018131-T01-IM6	BCOR-intragenic	yes	unknown		unknown	BCOR (NM_001123385) Rearrangement : chrX:g.39891617_c.2500:BCORdel Note : The BCOR Rearrangement results in the deletion of exons 4-15 of BCOR.One of the breakpoints is within exon4. Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0018149-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exon 1 with ERG exon 4) : c.55+3556:TMPRSS2_c.40-56840:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0018149-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		out of frame	TMPRSS2 (NM_001135099) -ERG (NM_004449) Fusion (TMPRSS2 exon 1 with ERG exon 4) : c.55+3556:TMPRSS2_c.40-56840:ERGdel
BRCA1	0	MSKCC-DMP	P-0018176-T01-IM6	BRCA1-intragenic	yes	unknown		unknown	BRCA1 (NM_007294) rearrangement: c.671-148_c.4359del Note: The BRCA1 rearrangement is an intragenic deletion of exons 10-13. One of the breakpoints is within exon 13.
EFCAB11	0	MSKCC-DMP	P-0018195-T01-IM6	NTRK2-EFCAB11 fusion	yes	unknown		unknown	NTRK2 (NM_006180) rearrangement: t(9;14)(q21.33;q32.11)(chr9:g.87317072::chr14:g.90393239) Note: The NTRK2 rearrangement is a translocation that may result in the truncation of exons 5-21. The functional significance is undetermined.
NTRK2	0	MSKCC-DMP	P-0018195-T01-IM6	NTRK2-EFCAB11 fusion	yes	unknown		unknown	NTRK2 (NM_006180) rearrangement: t(9;14)(q21.33;q32.11)(chr9:g.87317072::chr14:g.90393239) Note: The NTRK2 rearrangement is a translocation that may result in the truncation of exons 5-21. The functional significance is undetermined.
A4GALT	0	MSKCC-DMP	P-0018195-T01-IM6	MAP3K14-A4GALT fusion	yes	unknown		unknown	MAP3K14 (NM_003954) rearrangement: t(17;22)(q21.31;q13.2)(chr17:g.43364113::chr22:g.43080364) Note: The MAP3K14 rearrangement is a translocation that may result in the truncation of exons 5-16. One of the breakpoints is within exon 5. The functional significance is undetermined.
MAP3K14	0	MSKCC-DMP	P-0018195-T01-IM6	MAP3K14-A4GALT fusion	yes	unknown		unknown	MAP3K14 (NM_003954) rearrangement: t(17;22)(q21.31;q13.2)(chr17:g.43364113::chr22:g.43080364) Note: The MAP3K14 rearrangement is a translocation that may result in the truncation of exons 5-16. One of the breakpoints is within exon 5. The functional significance is undetermined.
TERT	0	MSKCC-DMP	P-0018216-T01-IM6	FAM173B-TERT fusion	yes	unknown		unknown	TERT (NM_198253) rearrangement: c.-94_chr5:g.10249793del Note: The TERT rearrangement results in the deletion of part of the promoter region of TERT and is replaced by the promoter of FAM173B. The functional significance is undetermined.
FAM173B	0	MSKCC-DMP	P-0018216-T01-IM6	FAM173B-TERT fusion	yes	unknown		unknown	TERT (NM_198253) rearrangement: c.-94_chr5:g.10249793del Note: The TERT rearrangement results in the deletion of part of the promoter region of TERT and is replaced by the promoter of FAM173B. The functional significance is undetermined.
ROS1	0	MSKCC-DMP	P-0018222-T01-IM6	CD74-ROS1 fusion	yes	unknown		in frame	CD74 (NM_001025159) - ROS1 (NM_002944) fusion (CD74 exons 1-6 fused to ROS1 exons 34-43): t(5;6)(q32;q22.1)(chr5:g.149783915::chr6:g.117646209) Note: The CD74-ROS1 fusion includes the kinase domain of ROS1.
CD74	0	MSKCC-DMP	P-0018222-T01-IM6	CD74-ROS1 fusion	yes	unknown		in frame	CD74 (NM_001025159) - ROS1 (NM_002944) fusion (CD74 exons 1-6 fused to ROS1 exons 34-43): t(5;6)(q32;q22.1)(chr5:g.149783915::chr6:g.117646209) Note: The CD74-ROS1 fusion includes the kinase domain of ROS1.
RPAP3	0	MSKCC-DMP	P-0018233-T01-IM6	KMT2D-RPAP3 fusion	yes	unknown		unknown	KMT2D (NM_003482)  rearrangement: c.5867+21_chr12:g.48015840del Note: The KMT2D rearrangement is a deletion which includes exons 28-54 of KMT2D. Other structural rearrangements involving KMT2D were also detected in this sample suggesting a more complex rearrangement event that may not be fully characterized by IMPACT.
KMT2D	0	MSKCC-DMP	P-0018233-T01-IM6	KMT2D-RPAP3 fusion	yes	unknown		unknown	KMT2D (NM_003482)  rearrangement: c.5867+21_chr12:g.48015840del Note: The KMT2D rearrangement is a deletion which includes exons 28-54 of KMT2D. Other structural rearrangements involving KMT2D were also detected in this sample suggesting a more complex rearrangement event that may not be fully characterized by IMPACT.
LINC00158	0	MSKCC-DMP	P-0018233-T01-IM6	WT1-LINC00158 fusion	yes	unknown		unknown	WT1 (NM_024426) rearrangement: t(11;21)(p13;q21.2)(chr11:g.32414419::chr21:g.26525604) Note: The WT1 rearrangement is a translocation with a breakpoint within intron 7. The functional significance is undetermined.
WT1	0	MSKCC-DMP	P-0018233-T01-IM6	WT1-LINC00158 fusion	yes	unknown		unknown	WT1 (NM_024426) rearrangement: t(11;21)(p13;q21.2)(chr11:g.32414419::chr21:g.26525604) Note: The WT1 rearrangement is a translocation with a breakpoint within intron 7. The functional significance is undetermined.
R3HDM2	0	MSKCC-DMP	P-0018235-T01-IM6	GLI1-R3HDM2 fusion	yes	unknown		unknown	GLI1 (NM_005269) rearrangement: c.41_chr12:g.57715760inv Note: The GLI1 rearrangement is an inversion (141755 bp) which includes exons 1-2 of GLI1. One of the breakpoints is within exon 2. The functional significance is undetermined.
GLI1	0	MSKCC-DMP	P-0018235-T01-IM6	GLI1-R3HDM2 fusion	yes	unknown		unknown	GLI1 (NM_005269) rearrangement: c.41_chr12:g.57715760inv Note: The GLI1 rearrangement is an inversion (141755 bp) which includes exons 1-2 of GLI1. One of the breakpoints is within exon 2. The functional significance is undetermined.
LRRC8B	0	MSKCC-DMP	P-0018242-T01-IM6	CSDE1-LRRC8B fusion	yes	unknown		unknown	CSDE1 (NM_001242891) rearrangement:  c.666:CSDE1_chr1:g.90028558del Note: The CSDE1 rearrangement is a deletion of exons 8 - 21. One of the breakpoints is within exon 8. The functional significance is undetermined.
CSDE1	0	MSKCC-DMP	P-0018242-T01-IM6	CSDE1-LRRC8B fusion	yes	unknown		unknown	CSDE1 (NM_001242891) rearrangement:  c.666:CSDE1_chr1:g.90028558del Note: The CSDE1 rearrangement is a deletion of exons 8 - 21. One of the breakpoints is within exon 8. The functional significance is undetermined.
ALK	0	MSKCC-DMP	P-0018242-T01-IM6	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-5 fused in-frame with ALK exons 20-29): c.668-7560:EML4_c.3172+320:ALKinv Note: The EML4 - ALK fusion is predicted to be in-frame and includes the kinase domain of ALK.
EML4	0	MSKCC-DMP	P-0018242-T01-IM6	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_019063) - ALK (NM_004304) fusion (EML4 exons 1-5 fused in-frame with ALK exons 20-29): c.668-7560:EML4_c.3172+320:ALKinv Note: The EML4 - ALK fusion is predicted to be in-frame and includes the kinase domain of ALK.
GPRC5C	0	MSKCC-DMP	P-0018243-T01-IM6	MET-GPRC5C fusion	yes	unknown		in frame	GPRC5C (NM_018653) - MET (NM_000245) rearrangement: t(7;17)(q31.2;q25.1)(chr7:g.116413793::chr17:g.72439446) Note: The GPRC5C - MET rearrangement is a translocation that results in the in-frame fusion of GPRC5C exons 1-2 with MET exons 15-21. The functional significance is undetermined.
MET	0	MSKCC-DMP	P-0018243-T01-IM6	MET-GPRC5C fusion	yes	unknown		in frame	GPRC5C (NM_018653) - MET (NM_000245) rearrangement: t(7;17)(q31.2;q25.1)(chr7:g.116413793::chr17:g.72439446) Note: The GPRC5C - MET rearrangement is a translocation that results in the in-frame fusion of GPRC5C exons 1-2 with MET exons 15-21. The functional significance is undetermined.
DOT1L	0	MSKCC-DMP	P-0018271-T01-IM6	HAUS8-DOT1L fusion	yes	unknown		unknown	DOT1L (NM_032482) rearrangement: c.3390+59_g.17159184del Note: The DOT1L rearrangement results in the deletion of exons 25-28. This rearrangement happens in the background of other events involving DOT1L. The functional significance is undetermined.
HAUS8	0	MSKCC-DMP	P-0018271-T01-IM6	HAUS8-DOT1L fusion	yes	unknown		unknown	DOT1L (NM_032482) rearrangement: c.3390+59_g.17159184del Note: The DOT1L rearrangement results in the deletion of exons 25-28. This rearrangement happens in the background of other events involving DOT1L. The functional significance is undetermined.
CREBBP	0	MSKCC-DMP	P-0018274-T01-IM6	SRL-CREBBP fusion	yes	unknown		unknown	CREBBP (NM_004380) rearrangement: c.2159-98:CREBBP_g.4179394del Note: The CREBBP rearrangement results in the deletion of exons 1-11. The functional significance is undetermined.
SRL	0	MSKCC-DMP	P-0018274-T01-IM6	SRL-CREBBP fusion	yes	unknown		unknown	CREBBP (NM_004380) rearrangement: c.2159-98:CREBBP_g.4179394del Note: The CREBBP rearrangement results in the deletion of exons 1-11. The functional significance is undetermined.
ALK	0	MSKCC-DMP	P-0018280-T01-IM6	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_001145076) - ALK (NM_004304) Fusion (EML4 exon 6 fused with ALK exon 20): c.494-6792:EML4_c.3173-793:ALKinv Note: The Fusion is predicted to be in-frame and includes the kinase domain of ALK.
EML4	0	MSKCC-DMP	P-0018280-T01-IM6	EML4-ALK fusion	yes	unknown		in frame	EML4 (NM_001145076) - ALK (NM_004304) Fusion (EML4 exon 6 fused with ALK exon 20): c.494-6792:EML4_c.3173-793:ALKinv Note: The Fusion is predicted to be in-frame and includes the kinase domain of ALK.
KMT2C	0	MSKCC-DMP	P-0018289-T01-IM6	KMT2C-intragenic	yes	unknown		unknown	KMT2C(NM_170606) Rearrangement : c.8688_c.7149+164del Note: The KMT2C Rearrangement results in the deletion of exons 37-38 of KMT2C. Its functional significance is undetermined.
PARK2	0	MSKCC-DMP	P-0018294-T01-IM6	PARK2-intragenic	yes	unknown		unknown	PARK2 (NM_004562) rearrangement: c.4970_g.112190339del Note: The PARK2 rearrangement results in the intragenic deletion of exon 2. One of the breakpoints is within exon 2. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0018297-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRRS2 exon 1 fused to ERG exons 2-11):c.55+3942:TMPRSS2_c.-149-36900:ERGdel Note: The TMPRSS2-ERG fusion involves the non-canonical ERG transcript.
TMPRSS2	0	MSKCC-DMP	P-0018297-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion (TMPRRS2 exon 1 fused to ERG exons 2-11):c.55+3942:TMPRSS2_c.-149-36900:ERGdel Note: The TMPRSS2-ERG fusion involves the non-canonical ERG transcript.
SETD2	0	MSKCC-DMP	P-0018302-T01-IM6	ZNF148-SETD2 fusion	yes	unknown		unknown	SETD2 (NM_014159) rearrangement : c.7533+80:SETD2_g.125048522inv Note: The SETD2 (NM_014159) rearrangement results in an inversion of exons 1-20. The functional significance is undetermined.
ZNF148	0	MSKCC-DMP	P-0018302-T01-IM6	ZNF148-SETD2 fusion	yes	unknown		unknown	SETD2 (NM_014159) rearrangement : c.7533+80:SETD2_g.125048522inv Note: The SETD2 (NM_014159) rearrangement results in an inversion of exons 1-20. The functional significance is undetermined.
BRCA1	0	MSKCC-DMP	P-0018314-T01-IM6	LINC00854-BRCA1 fusion	yes	unknown		unknown	BRCA1 (NM_007294) rearrangement: c.-19-61:BRCA1_chr17:g.41382277del Note: The BRCA1 rearrangement is a deletion with a breakpoint in the 5UTR. The functional significance is undetermined.
LINC00854	0	MSKCC-DMP	P-0018314-T01-IM6	LINC00854-BRCA1 fusion	yes	unknown		unknown	BRCA1 (NM_007294) rearrangement: c.-19-61:BRCA1_chr17:g.41382277del Note: The BRCA1 rearrangement is a deletion with a breakpoint in the 5UTR. The functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0018315-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) fusion (TMPRSS2 exons 1-2 fused in-frame with ERG exons 2-10): c.126+1575:TMPRSS2_c.18+18761:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0018315-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		in frame	TMPRSS2 (NM_001135099) - ERG (NM_182918) fusion (TMPRSS2 exons 1-2 fused in-frame with ERG exons 2-10): c.126+1575:TMPRSS2_c.18+18761:ERGdel
KMT2D	0	MSKCC-DMP	P-0018316-T01-IM6	TUBA1B-KMT2D fusion	yes	unknown		unknown	KMT2D (NM_003482) rearrangement: c.4020+20:KMT2D_chr12:g.49530496del Note: The KMT2D rearrangement is a deletion of exons 1-12, potentially resulting in a truncation of the gene. This structural variant was observed in addition to KMT2D intragenic duplication of exons 13 - 38, suggesting a complex rearrangement involving KMT2D.
TUBA1B	0	MSKCC-DMP	P-0018316-T01-IM6	TUBA1B-KMT2D fusion	yes	unknown		unknown	KMT2D (NM_003482) rearrangement: c.4020+20:KMT2D_chr12:g.49530496del Note: The KMT2D rearrangement is a deletion of exons 1-12, potentially resulting in a truncation of the gene. This structural variant was observed in addition to KMT2D intragenic duplication of exons 13 - 38, suggesting a complex rearrangement involving KMT2D.
APC	0	MSKCC-DMP	P-0018329-T01-IM6	APC-intragenic	yes	unknown		unknown	APC (NM_000038) rearrangement: c.3581_c.4458inv Note: The APC rearrangement is an inversion (877 bp) with both breakpoints within exon 16. The functional significance is undetermined.
CDK8	0	MSKCC-DMP	P-0018351-T01-IM6	CDK8-intragenic	yes	unknown		unknown	CDK8 NM_001260) rearrangement: c.645_c.647-1del Note: The CDK8 rearrangement is an intragenic deletion with breakpoints in exon 6 and 7. The functional significance is undetermined.
CBFB	0	MSKCC-DMP	P-0018351-T01-IM6	CBFB-intragenic	yes	unknown		unknown	CBFB (NM_022845) rearrangement: c.495+30_c.496-1del Note: The CBFB rearrangement is an intragenic deletion with a breakpoint in exon 6. The functional significance is undetermined.
F11-AS1	0	MSKCC-DMP	P-0018374-T01-IM6	FAT1-F11-AS1 fusion	yes	unknown		unknown	FAT1 (NM_005245) Rearrangement : c.5344:FAT1_chr4:g.187311035del Note: The FAT1 Rearrangement results in the deletion of FAT1 exons 10-27.The breakpoint in FAT1 is within exon10. Its functional significance is undetermined.
FAT1	0	MSKCC-DMP	P-0018374-T01-IM6	FAT1-F11-AS1 fusion	yes	unknown		unknown	FAT1 (NM_005245) Rearrangement : c.5344:FAT1_chr4:g.187311035del Note: The FAT1 Rearrangement results in the deletion of FAT1 exons 10-27.The breakpoint in FAT1 is within exon10. Its functional significance is undetermined.
ROS1	0	MSKCC-DMP	P-0018378-T01-IM6	LOC101929504-ROS1 fusion	yes	unknown		unknown	ROS1 (NM_002944) Rearrangement : c.1377:ROS1_chr6:g.169216197inv Note: The ROS1 Rearrangement results in the inversion of exons 1-12 of ROS1. The breakpoint in ROS1 is within exon 12. This event doesn't include the protein kinase domain of ROS1. Its functional significance is undetermined.
LOC101929504	0	MSKCC-DMP	P-0018378-T01-IM6	LOC101929504-ROS1 fusion	yes	unknown		unknown	ROS1 (NM_002944) Rearrangement : c.1377:ROS1_chr6:g.169216197inv Note: The ROS1 Rearrangement results in the inversion of exons 1-12 of ROS1. The breakpoint in ROS1 is within exon 12. This event doesn't include the protein kinase domain of ROS1. Its functional significance is undetermined.
ERG	0	MSKCC-DMP	P-0018395-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.55+2464:TMPRSS2_c.40-54367:ERGdel
TMPRSS2	0	MSKCC-DMP	P-0018395-T01-IM6	TMPRSS2-ERG fusion	yes	unknown		unknown	TMPRSS2 (NM_001135099) - ERG (NM_004449) fusion: c.55+2464:TMPRSS2_c.40-54367:ERGdel
